gene_id	consensus_classification	label	source_count	sources	label_source	teacher_meta_probability	experimental_has_conflict	split	training_component
AT3G17609	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G17810	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G17970	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G18040	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G18090	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G18140	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G18165	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G18390	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G18440	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G18660	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G18990	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G19040	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G19160	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G19180	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G19210	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G19710	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G19720	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G19770	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G19980	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G20070	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G20320	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G20400	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G21150	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G21330	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G21630	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G22170	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G22200	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G22330	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G22380	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G22590	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G23050	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G23110	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G23130	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G23490	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G23580	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G23630	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G23920	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G24560	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G24650	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G25140	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G25520	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G26420	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G26430	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G26744	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G26830	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G27360	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G27660	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G27750	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G27810	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G28730	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G28860	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G29290	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G29320	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G30775	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G42670	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G43190	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G43210	nonessential	0	2	literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G43300	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G44200	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G44530	essential	1	5	TAIR_Locus_Germplasm_Phenotype_20130122;embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G46560	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G46640	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G46790	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G46970	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G47710	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G47810	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G47860	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G48090	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G48110	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G48160	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G48250	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G48330	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G48430	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G48470	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G48690	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G48930	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G49240	essential	1	5	TAIR_Locus_Germplasm_Phenotype_20130122;embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G49500	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G49660	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G50080	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G50500	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G50820	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G50870	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G51160	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G51490	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G51550	essential	1	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G51820	nonessential	0	3	embryo_defect_xlsx_nonlethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G52115	nonessential	0	4	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G52180	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G52190	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G52280	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G52450	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G52770	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G52940	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G53130	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G54010	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G54110	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G54170	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G54220	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G54300	essential	1	3	TAIR_Locus_Germplasm_Phenotype_20130122;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G54660	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G54670	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G54810	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G54870	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G55250	nonessential	0	3	embryo_defect_xlsx_nonlethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G55360	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G55440	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G55510	essential	1	5	TAIR_Locus_Germplasm_Phenotype_20130122;embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G55530	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G55620	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G56090	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G56400	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G56960	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G57130	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G57180	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G57300	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G57860	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G57870	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G58070	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G58750	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G59400	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G59420	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G59540	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G59550	essential	1	4	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G59770	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G59900	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G60370	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G60740	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G61150	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G61190	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT3G61730	essential	1	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G61780	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G62030	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G62100	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G62600	essential	1	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G62810	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G62980	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G63110	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G63290	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G63300	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G63310	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT3G63490	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT3G63530	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G00220	essential	1	5	TAIR_Locus_Germplasm_Phenotype_20130122;embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G00400	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G00450	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G00570	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G00620	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT4G00710	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G01100	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G01540	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G01750	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G01770	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G02150	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT4G02280	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G02460	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G02560	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT4G02790	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT4G03110	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT4G03250	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G03280	nonessential	0	2	embryo_defect_xlsx_nonlethal_sheet;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT4G03430	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT4G03550	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT4G04350	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT4G04640	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G04780	essential	1	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT4G04885	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G04890	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G05530	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G07400	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G08150	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G08920	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G08950	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G09020	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G09080	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G09140	essential	1	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G09980	essential	1	3	embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT4G10180	nonessential	0	3	embryo_defect_xlsx_nonlethal_sheet;literature_classification;ogee_essentiality	original_consensus_2plus		no	train	core1623_train80
AT4G10310	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G10380	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT4G10760	essential	1	5	TAIR_Locus_Germplasm_Phenotype_20130122;embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G11150	essential	1	5	TAIR_Locus_Germplasm_Phenotype_20130122;embryo_defect_xlsx_lethal_sheet;literature_classification;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G12030	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G12560	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT4G12720	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
